ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
12620,111-MZ-T01,Pre-PQ Process,SO-15520,DN-1549,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,6-Jan-10,6-Jan-10,6-Jan-10,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,735,1073.1,1.46,0.02,"Aurobindo Unit III, India",Yes,47,955.36,2.31,955.36,47
7093,102-BW-T01,Pre-PQ Process,SCMS-22710,ASN-1833,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/08,3-Jul-08,3-Jul-08,3-Jul-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,500,16000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,500,2442.32,25.6,2442.32,500
42655,102-KE-T30,FPQ-4591,SCMS-58381,ASN-7200,Kenya,PMO - US,Direct Drop,EXW,Air,11/18/09,12/2/09,7-Jul-10,8-Jul-10,8-Jul-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,6636,530880.0,80.0,0.8,Inverness Japan,Yes,1036,11163.27,1144.58,11163.27,1036
84083,110-ZM-T30,FPQ-6482,SO-38960,DN-2183,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,10/15/10,N/A - From RDC,30-Apr-11,20-May-11,20-May-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,120000,1026000.0,8.55,0.14,"Aurobindo Unit III, India",Yes,11057,12049.4,2212.06,12049.4,11057
51990,107-RW-T30,FPQ-6341,SCMS-84970,ASN-10317,Rwanda,PMO - US,Direct Drop,EXW,Ocean,9/3/10,9/28/10,31-May-11,31-May-11,31-May-11,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,82981,776702.16,9.36,0.31,Hetero Unit III Hyderabad IN,Yes,6683,14760.6,1674.57,14760.6,6683
83429,106-HT-T30,FPQ-4384,SO-34660,DN-1837,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/09,N/A - From RDC,31-May-10,1-Jun-10,1-Jun-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,34769,304576.44,8.76,0.15,Hetero Unit III Hyderabad IN,Yes,4176,1005.2,656.67,1005.2,4176
12323,104-CI-T01,Pre-PQ Process,SO-32830,DN-1451,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,25-Aug-09,7-Oct-09,7-Oct-09,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,1547,2970.24,1.92,0.01,"Aurobindo Unit III, India",Yes,581,1234.9,5.82,1234.9,581
83137,151-NG-T30,FPQ-11022,SO-43844,DN-3139,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/15/12,N/A - From RDC,21-May-13,3-May-13,3-May-13,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,75000,525000.0,7.0,0.12,"Aurobindo Unit III, India",Yes,7515,14547.55,649.42,14547.55,7515
68949,113-ZW-T30,FPQ-13939,SCMS-234760,ASN-25890,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,4/1/14,4/11/14,14-Jun-14,14-Jun-14,16-Jun-14,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,158000,347600.0,2.2,0.04,"Strides, Bangalore, India.",Yes,9832,68350.52,357.33,68350.52,9832
49694,161-ZA-T30,FPQ-6262,SCMS-83770,ASN-9935,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,7-Apr-11,7-Apr-11,7-Apr-11,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,70030,513319.9,7.33,0.12,"Aurobindo Unit III, India",Yes,3534,17919.41,1106.72,17919.41,3534
50758,109-TZ-T30,FPQ-4157,SCMS-52770,ASN-5791,Tanzania,PMO - US,Direct Drop,EXW,Air,8/27/09,9/3/09,10-Feb-10,10-Feb-10,10-Feb-10,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,,Test kit,30,11990,287760.0,24.0,0.8,"Standard Diagnostics, Korea",Yes,3997,28620.81,564.01,28620.81,3997
7122,108-VN-T01,Pre-PQ Process,SCMS-23460,ASN-2243,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/08,11-Aug-08,11-Aug-08,11-Aug-08,ARV,Adult,STRIDES ARCOLAB LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,9275,13448.75,1.45,0.02,"Strides, Bangalore, India.",Yes,432,7444.35,21.52,7444.35,432
82698,151-NG-T30,FPQ-14156,SO-48901,DN-3807,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,4/25/14,N/A - From RDC,31-Oct-14,20-Jun-14,25-Jun-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,5000,23200.0,4.64,0.15,"Cipla, Kurkumbh, India",Yes,1447,28812.57,23.85,28812.57,1447
84156,104-CI-T30,FPQ-8363,SO-40822,DN-2601,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,8/29/11,N/A - From RDC,19-Apr-12,19-Apr-12,19-Apr-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,75000,841500.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,10746,22878.26,1388.48,22878.26,10746
82548,151-NG-T30,FPQ-10477,SO-44550,DN-3028,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8/9/12,N/A - From RDC,15-Mar-13,21-Feb-13,21-Feb-13,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,33571,75870.46,2.26,0.04,Hetero Unit III Hyderabad IN,Yes,12785,37242.5,106.37,37242.5,12785
11017,114-UG-T01,Pre-PQ Process,SO-17780,DN-995,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,2-Dec-08,2-Dec-08,2-Dec-08,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,500,1450.0,2.9,0.05,"Aurobindo Unit III, India",Yes,26,1096.71,2.84,1096.71,26
15248,108-VN-T30,FPQ-4265,SCMS-57140,ASN-6265,Vietnam,PMO - US,Direct Drop,EXW,Air,10/20/09,11/13/09,15-Mar-10,15-Mar-10,15-Mar-10,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16300,181745.0,11.15,0.19,"Aurobindo Unit III, India",Yes,2011,11648.31,356.22,11648.31,2011
10852,112-NG-T01,Pre-PQ Process,SO-642,DN-213,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Jul-07,6-Jul-07,6-Jul-07,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,253,442.75,1.75,0.03,"Aurobindo Unit III, India",Yes,15,460,0.71,460,15
82381,114-UG-T30,FPQ-7162,SO-38810,DN-2191,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/14/11,N/A - From RDC,11-May-11,24-May-11,24-May-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,100000,1122000.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,14983,78442.21,1851.3,78442.21,14983
82462,114-UG-T30,FPQ-9321,SO-41520,DN-2597,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/10/12,N/A - From RDC,24-Apr-12,27-Feb-12,27-Feb-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,5525,60775.0,11.0,0.18,Mylan (formerly Matrix) Nashik,Yes,1414,4054.19,85.21,4054.19,1414
82885,151-NG-T30,FPQ-4537,SO-35053,DN-1826,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11/6/09,N/A - From RDC,31-May-10,18-May-10,18-May-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,54096,473880.96,8.76,0.15,Hetero Unit III Hyderabad IN,Yes,4660,9736.1,1021.69,9736.1,4660
11197,111-MZ-T01,Pre-PQ Process,SO-1039,DN-603,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,8-Apr-08,8-Apr-08,8-Apr-08,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,50000,100000.0,2.0,0.07,"Cipla, Goa, India",Yes,3584,8405.91,160.0,8405.91,3584
19272,101-CD-T30,FPQ-16001,SCMS-280210,ASN-31750,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/10/15,3/16/15,2-Jul-15,2-Jul-15,30-Jul-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,70,2240.0,32.0,1.6,"Trinity Biotech, Plc",Yes,508,3918.37,2.64,3918.37,508
33810,103-MW-T30,FPQ-10790,SCMS-163880,ASN-17940,Malawi,PMO - US,Direct Drop,EXW,Ocean,10/17/12,10/31/12,21-Jun-13,21-Jun-13,21-Jun-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,6200,71238.0,11.49,0.38,Mylan (formerly Matrix) Nashik,Yes,701,3548.81,88.12,3548.81,701
71893,106-HT-T30,FPQ-14895,SCMS-260970,ASN-31106,Haiti,PMO - US,Direct Drop,EXW,Ocean,9/24/14,11/14/14,25-May-15,25-May-15,26-May-15,ARV,Adult,CIPLA LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,21203,68697.72,3.24,0.11,"Cipla, Goa, India",Yes,2471,4532.44,70.62,4532.44,2471
12319,109-TZ-T01,Pre-PQ Process,SO-31281,DN-1430,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,25-Sep-09,25-Sep-09,25-Sep-09,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,9243,235234.35,25.45,0.42,"Aurobindo Unit III, India",Yes,936,2233.61,461.06,2233.61,936
65699,104-CI-T30,FPQ-8302,SCMS-124780,ASN-13202,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,8/29/11,11/18/11,22-Dec-11,22-Dec-11,22-Dec-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,28000,862960.0,30.82,0.26,ABBVIE Ludwigshafen Germany,Yes,7025,46002.44,1423.88,46002.44,7025
11574,130-NG-T01,Pre-PQ Process,SO-17690,DN-1012,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,26-Nov-08,26-Nov-08,26-Nov-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2780,25993.0,9.35,0.16,"Aurobindo Unit III, India",Yes,262,2426.8,50.95,2426.8,262
11462,112-NG-T01,Pre-PQ Process,SO-565,DN-373,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Sep-07,20-Sep-07,20-Sep-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,229,2445.72,10.68,0.18,"Aurobindo Unit III, India",No,See DN-373 (ID#:10623),See DN-373 (ID#:10623),3.91,13873,2846
1956,108-VN-T01,Pre-PQ Process,SCMS-27350,ASN-2766,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/08,25-Nov-08,25-Nov-08,25-Nov-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8400,85596.0,10.19,0.34,Mylan (formerly Matrix) Nashik,Yes,613,3247.73,167.77,3247.73,613
82663,111-MZ-T30,FPQ-13123,SO-47082,DN-3612,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,10/21/13,N/A - From RDC,23-May-14,23-May-14,4-Jun-14,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,26200,48732.0,1.86,0.01,"Aurobindo Unit III, India",Yes,5343,12803.35,50.1,12803.35,5343
71439,161-ZA-T30,FPQ-6262,SCMS-84250,ASN-9007,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/21/10,15-Dec-10,15-Dec-10,15-Dec-10,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,164908,407322.76,2.47,0.04,"Strides, Bangalore, India.",Yes,8048,12225.76,878.19,12225.76,8048
10446,139-NA-T01,Pre-PQ Process,SCMS-45430,ASN-4660,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/4/09,1-Sep-09,1-Sep-09,1-Sep-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,,Test kit,25,33,2475.0,75.0,3.0,Chembio Diagnostics Sys. Inc.,Yes,25,238.56,4.85,238.56,25
3049,104-CI-T01,Pre-PQ Process,SCMS-18420,ASN-1468,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/28/08,8-Apr-08,8-Apr-08,8-Apr-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,70,5039.3,71.99,0.72,Inverness Japan,Yes,16,515.48,8.06,515.48,16
10662,109-TZ-T01,Pre-PQ Process,SO-1647,DN-556,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Feb-08,6-Feb-08,6-Feb-08,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9476,90022.0,9.5,0.16,"Aurobindo Unit III, India",Yes,1008,4207.4,144.04,4207.4,1008
85303,114-UG-T30,FPQ-10357,SO-42890,DN-2843,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,7/18/12,N/A - From RDC,15-Oct-12,12-Oct-12,12-Oct-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,26432,63965.44,2.42,0.04,Hetero Unit III Hyderabad IN,Yes,1499,10915.97,89.68,10915.97,1499
11303,117-ET-T01,Pre-PQ Process,SO-22050,DN-1105,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Mar-09,20-Mar-09,20-Mar-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,11188,132018.4,11.8,0.2,Mylan (formerly Matrix) Nashik,Yes,1435,9138,258.76,9138,1435
19289,106-HT-T30,FPQ-12590,SCMS-210440,ASN-23016,Haiti,PMO - US,Direct Drop,FCA,Air,8/21/13,10/22/13,23-Jan-14,23-Jan-14,24-Jan-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,646,12480.72,19.32,0.16,ABBVIE Ludwigshafen Germany,Yes,166,737.11,15.44,737.11,166
12724,112-NG-T01,Pre-PQ Process,SO-565,DN-373,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,20-Sep-07,20-Sep-07,20-Sep-07,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,1622,10056.4,6.2,0.03,"Aurobindo Unit III, India",No,See DN-373 (ID#:10623),See DN-373 (ID#:10623),16.09,13873,2846
50314,161-ZA-T30,FPQ-6708,SCMS-93630,ASN-9855,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/10,12/6/10,4-Apr-11,4-Apr-11,4-Apr-11,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,82500,565950.0,6.86,0.23,"Cipla, Goa, India",Yes,5624,7378.63,933.82,7378.63,5624
11657,104-CI-T01,Pre-PQ Process,SO-27550,DN-1308,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,8-Jul-09,8-Jul-09,8-Jul-09,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,3500,6650.0,1.9,0.01,"Aurobindo Unit III, India",Yes,1208,4329.01,13.03,4329.01,1208
11376,109-TZ-T01,Pre-PQ Process,SO-422,DN-127,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,6-Jun-07,6-Jun-07,6-Jun-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,28512,304508.16,10.68,0.18,"Aurobindo Unit III, India",Yes,2630,13820.4,,13820.4,2630
8061,109-TZ-T01,Pre-PQ Process,SCMS-10250,ASN-682,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,25-Oct-07,25-Oct-07,25-Oct-07,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3336,28837.28,320.0,28837.28,3336
83330,111-MZ-T30,FPQ-14226,SO-48888,DN-4233,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,5/2/14,N/A - From RDC,29-May-15,9-Jun-15,15-Jun-15,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,75535,492488.2,6.52,0.11,Mylan (formerly Matrix) Nashik,Yes,6237,5443.53,506.28,5443.53,6237
75879,109-TZ-T30,FPQ-7909,SCMS-114980,ASN-12025,Tanzania,PMO - US,Direct Drop,EXW,Air,6/24/11,7/18/11,29-Sep-11,30-Sep-11,30-Sep-11,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3334,45032.55,330.0,45032.55,3334
73507,111-MZ-T30,FPQ-9671,SCMS-145150,ASN-15699,Mozambique,PMO - US,Direct Drop,EXW,Air,4/10/12,5/4/12,4-Sep-12,4-Sep-12,4-Sep-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,5000,400000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,2384,43848.04,560.8,43848.04,2384
12973,106-HT-T30,FPQ-9066,SCMS-138620,ASN-14950,Haiti,PMO - US,Direct Drop,EXW,Air,1/6/12,2/24/12,12-Jun-12,12-Jun-12,12-Jun-12,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,298,685.4,2.3,0.04,"Cipla, Goa, India",Yes,21,304.62,0.96,304.62,21
83553,111-MZ-T30,FPQ-8157,SO-40370,DN-2488,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,8/4/11,N/A - From RDC,29-Feb-12,8-Mar-12,8-Mar-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,28168,232667.68,8.26,0.14,"Aurobindo Unit VII, IN",Yes,318,6025.73,383.9,6025.73,318
83236,110-ZM-T30,FPQ-12066,SO-45093,DN-3647,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,4/19/13,N/A - From RDC,10-May-14,19-May-14,13-Jun-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,54470,120378.7,2.21,0.04,Hetero Unit III Hyderabad IN,Yes,3360,9527.17,148.91,9527.17,3360
86331,117-ET-T30,FPQ-5967,SO-37101,DN-1999,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,6/28/10,N/A - From RDC,21-Sep-10,24-Aug-10,24-Aug-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9200,52716.0,5.73,0.1,"Strides, Bangalore, India.",Yes,668,2633.57,113.66,2633.57,668
83528,114-UG-T30,FPQ-8048,SO-40230,DN-2328,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,7/13/11,N/A - From RDC,22-Sep-11,24-Aug-11,24-Aug-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,7441,61239.43,8.23,0.27,Mylan (formerly Matrix) Nashik,Yes,656,4376.56,101.05,4376.56,656
38827,102-GY-T30,FPQ-5497,SCMS-71640,ASN-6866,Guyana,PMO - US,Direct Drop,EXW,Air,4/15/10,4/26/10,28-May-10,28-May-10,28-May-10,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,5,135.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,1,283.21,0.29,283.21,1
28802,117-ET-T30,FPQ-4716,SCMS-59510,ASN-5721,Ethiopia,PMO - US,Direct Drop,EXW,Air,12/9/09,12/10/09,24-Dec-09,24-Dec-09,24-Dec-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,15000,35700.0,2.38,0.04,"Aurobindo Unit III, India",Yes,780,2949.1,76.97,2949.1,780
7921,108-VN-T01,Pre-PQ Process,SCMS-19,ASN-13,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,3-Sep-06,3-Sep-06,3-Sep-06,ARV,Adult,Hoffmann-La Roche ltd Basel,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Nelfinavir (as mesilate),Viracept,250mg,Tablet,270,1000,164620.0,164.62,0.61,Roche Madrid,Yes,254,7828.28,,7828.28,254
11210,110-ZM-T01,Pre-PQ Process,SO-1362,DN-494,Zambia,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,28-Dec-07,28-Dec-07,28-Dec-07,ARV,Pediatric,SCMS from RDC,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,630,25893.0,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,83,4522.03,41.43,4522.03,83
10883,104-CI-T01,Pre-PQ Process,SO-972,DN-327,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,,Pre-PQ Process,N/A - From RDC,10-Sep-07,10-Sep-07,10-Sep-07,ARV,Adult,SCMS from RDC,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,252,19817.28,78.64,0.29,Roche Basel,Yes,1736,14182.54,31.71,14182.54,1736
