,Managed_By,Fulfill_Via,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_(Kilograms),Freight_Cost_USD,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean,Manufacturing_company,country_encoded,shipment_mode_encoded,manufacturing_site_encoded
6446,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,534.0,1377.72,2.58,0.04,Yes,30,2030,2.27,2030.0,30.0,Strides,3,2,5
6447,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,22426.0,136350.08,6.08,0.2,Yes,1942,25231.96,224.98,25231.96,1942.0,Mylan (formerly Matrix) Nashik,2,3,2
6448,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,19026.0,37100.7,1.95,0.01,Yes,7096,3279.29,61.22,3279.29,7096.0,Aurobindo Unit III,9,2,1
6449,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60.0,146746.99759882494,695873.75,4.25,0.07,Yes,9208,3825.8,1148.19,3825.8,9208.0,Mylan (formerly Matrix) Nashik,9,2,2
6450,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,200.0,516.0,2.58,0.04,No,See DN-2581 (ID#:82457),See DN-2581 (ID#:82457),0.72,22788.95,2652.0,Strides,16,1,5
6451,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,200.0,466.0,2.33,0.04,No,See DN-2581 (ID#:82457),See DN-2581 (ID#:82457),0.65,22788.95,2652.0,Macleods Daman Plant INDIA,16,1,10
6452,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,14125.0,158482.5,11.22,0.19,No,See DN-2590 (ID#:83019),See DN-2590 (ID#:83019),261.5,12405.54,26760.0,Mylan (formerly Matrix) Nashik,7,2,2
6453,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,1800.0,4518.0,2.51,0.04,No,See DN-2594 (ID#:83021),See DN-2594 (ID#:83021),6.33,9506.0,5256.0,Strides,18,1,5
6454,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,5150.0,45062.5,8.75,0.29,No,See DN-2595 (ID#:83577),See DN-2595 (ID#:83577),63.18,5320.13,327.0,Mylan (formerly Matrix) Nashik,18,1,2
6455,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,75000.0,841500.0,11.22,0.19,Yes,10746,22878.26,1388.48,22878.26,10746.0,Mylan (formerly Matrix) Nashik,1,2,2
6456,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,7273.0,60074.98,8.26,0.14,Yes,650,4029.71,99.12,4029.71,650.0,Cipla,1,2,4
6457,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,7150.0,21092.5,2.95,0.05,No,See DN-2621 (ID#:83583),See DN-2621 (ID#:83583),34.8,16978.83,12347.0,Strides,8,2,5
6458,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,1489.0,18612.5,12.5,0.05,Yes,557,5044.26,26.09,5044.26,557.0,Aurobindo Unit III,10,1,1
6459,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,11574.0,127314.0,11.0,0.18,No,See DN-2621 (ID#:83583),See DN-2621 (ID#:83583),210.07,16978.83,12347.0,Mylan (formerly Matrix) Nashik,8,2,2
6460,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Capsule,90.0,993.0,8579.52,8.64,0.1,Yes,126,1675,12.03,1675.0,126.0,Aurobindo Unit III,10,1,1
6461,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60.0,26300.0,119402.0,4.54,0.08,Yes,2278,7865.4,197.01,7865.4,2278.0,Cipla,9,2,4
6462,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,26807.0,52273.65,1.95,0.01,Yes,9937,14700,86.25,14700.0,9937.0,Aurobindo Unit III,7,2,1
6463,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,4166.0,29245.32,7.02,0.12,No,See DN-2641 (ID#:83029),See DN-2641 (ID#:83029),41.0,761.91,709.0,Hetero Unit III Hyderabad IN,13,1,3
6464,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,8334.0,19418.22,2.33,0.04,No,See DN-2641 (ID#:83029),See DN-2641 (ID#:83029),27.22,761.91,709.0,Macleods Daman Plant INDIA,13,1,10
6465,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,2000.0,15560.0,7.78,0.13,No,See DN-2643 (ID#:82471),See DN-2643 (ID#:82471),21.82,3758.4,729.0,Hetero Unit III Hyderabad IN,3,2,3
6466,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,48874.0,119252.56,2.44,0.04,Yes,4754,27441.21,167.19,27441.21,4754.0,Aurobindo Unit III,2,3,1
6467,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,3345.0,26024.1,7.78,0.13,No,See DN-2656 (ID#:83032),See DN-2656 (ID#:83032),42.94,15219.72,14314.0,Mylan (formerly Matrix) Nashik,8,2,2
6468,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,13127.0,32948.77,2.51,0.04,Yes,1252,6079.27,46.19,6079.27,1252.0,Aurobindo Unit III,4,2,1
6469,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,32562.0,127317.42,3.91,0.13,No,See DN-2687 (ID#:82480),See DN-2687 (ID#:82480),178.5,17090.0,6889.0,Strides,2,3,5
6470,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,100000.0,244000.0,2.44,0.04,No,See DN-2690 (ID#:83041),See DN-2690 (ID#:83041),342.09,17090.0,6944.0,Strides,2,3,5
6471,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,69037.0,168450.28,2.44,0.04,Yes,4353,5530.11,277.94,5530.11,4353.0,Hetero Unit III Hyderabad IN,8,2,3
6472,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,80.0,440.0,5.5,0.18,Yes,841,3549.9,0.62,3549.9,841.0,Mylan (formerly Matrix) Nashik,9,2,2
6473,PMO - US,From RDC,HRDT,HIV test,SCMS from RDC,Determine,Test kit,100.0,1500.0,120000.0,80.0,0.8,Yes,448,2757.4,168.24,2757.4,448.0,Alere Medical Co.,11,1,6
6474,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,3262.0,8187.62,2.51,0.04,Yes,190,1095.22,11.48,1095.22,190.0,Strides,3,2,5
6475,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,37844.0,92339.36,2.44,0.04,No,See DN-2727 (ID#:83053),See DN-2727 (ID#:83053),129.46,21347.12,13437.0,Hetero Unit III Hyderabad IN,2,3,3
6476,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,69037.0,167069.54,2.42,0.04,Yes,14074,15299.58,275.66,15299.58,14074.0,Aurobindo Unit III,8,2,1
6477,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,78082.0,418519.52,5.36,0.18,Yes,7490,15299.59,690.56,15299.59,7490.0,Mylan (formerly Matrix) Nashik,8,2,2
6478,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,146746.99759882494,1267480.9786782686,15.04,0.5,Yes,33909,16040.39,1825.8853909196707,16040.39,33909.0,Mylan (formerly Matrix) Nashik,4,2,2
6479,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,17124.0,257544.96,15.04,0.5,Yes,2091,16532.5,361.08,16532.5,2091.0,Mylan (formerly Matrix) Nashik,2,3,2
6480,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,4451.0,13130.45,2.95,0.05,Yes,228,7423.38,21.67,7423.38,228.0,Strides,8,2,5
6481,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,146746.99759882494,591319.62,3.81,0.13,Yes,11334,7317.48,829.03,7317.48,11334.0,Emcure Plot No.P-2,4,2,20
6482,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,24799.0,132922.64,5.36,0.18,No,See DN-2821 (ID#:83069),See DN-2821 (ID#:83069),186.36,18461.22,5897.0,Cipla,2,1,19
6483,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,65599.0,193517.05,2.95,0.05,Yes,3354,7317.47,271.31,7317.47,3354.0,Strides,4,2,5
6484,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,18350.0,44774.0,2.44,0.04,Yes,1331,7504,62.77,7504.0,1331.0,Hetero Unit III Hyderabad IN,3,2,3
6485,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,120.0,5000.0,148400.0,29.68,0.25,No,See DN-2838 (ID#:84188),See DN-2838 (ID#:84188),208.06,7504.0,1331.0,Mylan (formerly Matrix) Nashik,3,2,2
6486,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,5619.0,30117.84,5.36,0.18,Yes,596,2175.07,42.23,2175.07,596.0,Hetero Unit III Hyderabad IN,3,2,3
6487,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,4292.0,16352.52,3.81,0.13,No,See DN-2861 (ID#:82513),See DN-2861 (ID#:82513),22.93,15677.98,4026.0,Strides,1,2,5
6488,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,263.0,636.46,2.42,0.04,No,See DN-2862 (ID#:83083),See DN-2862 (ID#:83083),0.89,3855.94,775.0,Hetero Unit III Hyderabad IN,7,2,3
6489,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,8132.0,29600.48,3.64,0.12,Yes,690,3990,41.5,3990.0,690.0,Aurobindo Unit III,3,2,1
6490,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,74469.0,180214.98,2.42,0.04,Yes,4282,8443.89,252.66,8443.89,4282.0,Hetero Unit III Hyderabad IN,8,2,3
6491,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60.0,13499.0,58045.7,4.3,0.07,No,See DN-2883 (ID#:83630),See DN-2883 (ID#:83630),81.38,7134.39,12181.0,Cipla,9,2,4
6492,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,10500.0,30975.0,2.95,0.05,Yes,537,6800.6,43.43,6800.6,537.0,Strides,4,2,5
6493,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,5000.0,10500.0,2.1,0.01,No,See DN-2895 (ID#:82524),See DN-2895 (ID#:82524),14.72,8211.03,2147.0,Aurobindo Unit III,1,2,1
6494,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,2445.0,9315.45,3.81,0.13,Yes,244,2159.1,13.06,2159.1,244.0,Aurobindo Unit III,3,1,1
6495,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,88403.0,682471.16,7.72,0.13,Yes,9421,15459.1,956.82,15459.1,9421.0,Hetero Unit III Hyderabad IN,2,1,3
6496,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,2573.0,7590.35,2.95,0.05,Yes,207,1900,10.64,1900.0,207.0,Hetero Unit III Hyderabad IN,4,2,3
6497,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,43676.0,105695.92,2.42,0.04,Yes,12561,25636.2,148.19,25636.2,12561.0,Aurobindo Unit III,4,2,1
6498,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60.0,19425.0,36907.5,1.9,0.03,Yes,1043,8043.57,51.74,8043.57,1043.0,Cipla,8,2,4
6499,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,3726.0,8271.72,2.22,0.04,No,See DN-2928 (ID#:83637),See DN-2928 (ID#:83637),11.6,7433.02,4145.0,Hetero Unit III Hyderabad IN,7,2,3
6500,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,43632.0,336839.04,7.72,0.13,No,See DN-2928 (ID#:83637),See DN-2928 (ID#:83637),472.25,7433.02,4145.0,Hetero Unit III Hyderabad IN,7,2,3
6501,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,2484.0,23896.08,9.62,0.16,Yes,249,4754.19,33.5,4754.19,249.0,Hetero Unit III Hyderabad IN,7,2,3
6502,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,44665.0,344813.8,7.72,0.13,No,See DN-2940 (ID#:82529),See DN-2940 (ID#:82529),483.43,11444.77,23127.0,Hetero Unit III Hyderabad IN,8,2,3
6503,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60.0,33978.0,78149.4,2.3,0.04,Yes,2705,9751.8,109.57,9751.8,2705.0,Cipla,8,2,4
6504,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,74064.0,269592.96,3.64,0.12,No,See DN-2935 (ID#:83641),See DN-2935 (ID#:83641),377.97,38492.46,10611.0,Strides,1,2,5
6505,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Aluvia,Tablet,120.0,17500.0,539350.0,30.82,0.26,Yes,6649,27350.2,756.17,27350.2,6649.0,ABBVIE Ludwigshafen Germany,1,2,8
6506,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,69691.0,373543.76,5.36,0.18,No,See DN-2961 (ID#:83098),See DN-2961 (ID#:83098),523.71,20994.85,10698.0,Hetero Unit III Hyderabad IN,10,1,3
6507,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,120.0,10000.0,267000.0,26.7,0.22,No,See DN-2967 (ID#:84209),See DN-2967 (ID#:84209),374.33,27350.2,6649.0,Mylan (formerly Matrix) Nashik,1,2,2
6508,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,4535.0,10974.7,2.42,0.04,Yes,491,4002.01,15.39,4002.01,491.0,Aurobindo Unit III,3,1,1
6509,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,112007.0,1267480.9786782686,12.11,0.4,Yes,12757,20994.85,1825.8853909196707,20994.85,12757.0,Mylan (formerly Matrix) Nashik,10,1,2
6510,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,112873.0,1267480.9786782686,12.11,0.4,Yes,12838,111318.14,1825.8853909196707,67318.62599614196,12838.0,Mylan (formerly Matrix) Nashik,3,2,2
6511,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,123.0,244.77,1.99,0.03,No,See DN-2981 (ID#:82538),See DN-2981 (ID#:82538),0.3,40434.04,5897.0,Hetero Unit III Hyderabad IN,11,1,3
6512,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,146746.99759882494,1066853.19,4.81,0.16,Yes,58270,47389.63,1495.73,47389.63,44896.759680241674,Hetero Unit III Hyderabad IN,8,2,3
6513,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,146746.99759882494,379840.23,2.31,0.04,No,See DN-2989 (ID#:84216),See DN-2989 (ID#:84216),532.54,47389.63,44896.759680241674,Aurobindo Unit III,8,2,1
6514,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,30114.0,412260.66,13.69,0.46,Yes,1230,6923.53,577.99,6923.53,1230.0,Mylan (formerly Matrix) Nashik,4,2,2
6515,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,270.0,1269.0,4.7,0.08,No,See DN-3014 (ID#:83655),See DN-3014 (ID#:83655),1.57,1896.49,119.0,Strides,6,1,5
6516,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60.0,1296.0,2928.96,2.26,0.04,No,See DN-3017 (ID#:83108),See DN-3017 (ID#:83108),3.62,9687.69,112.0,Aurobindo Unit III,11,1,1
6517,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,990.0,8494.2,8.58,0.14,No,See DN-3017 (ID#:83108),See DN-3017 (ID#:83108),10.51,9687.69,112.0,Hetero Unit III Hyderabad IN,11,1,3
6518,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60.0,54.0,248.4,4.6,0.08,No,See DN-3017 (ID#:83108),See DN-3017 (ID#:83108),0.31,9687.69,112.0,Aurobindo Unit III,11,1,1
6519,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,90.0,228.0,1664.4,7.3,0.08,No,See DN-3017 (ID#:83108),See DN-3017 (ID#:83108),2.06,9687.69,112.0,Strides,11,1,5
6520,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,36240.0,310939.2,8.58,0.14,Yes,13509,36857.21,435.94,36857.21,13509.0,Aurobindo Unit III,1,2,1
6521,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,7253.0,62230.74,8.58,0.14,No,See DN-3024 (ID#:83112),See DN-3024 (ID#:83112),87.25,12736.25,1887.0,Cipla,3,1,4
6522,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,32298.0,151800.6,4.7,0.16,No,See DN-3025 (ID#:82546),See DN-3025 (ID#:82546),187.78,21806.84,6528.0,Hetero Unit III Hyderabad IN,3,1,3
6523,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,20160.0,244137.6,12.11,0.4,No,See DN-3033 (ID#:83658),See DN-3033 (ID#:83658),302.0,9405.8,3082.0,Mylan (formerly Matrix) Nashik,8,2,2
6524,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,4800.0,34896.0,7.27,0.12,No,See DN-3033 (ID#:83658),See DN-3033 (ID#:83658),43.17,9405.8,3082.0,Aurobindo Unit III,8,2,1
6525,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,42717.0,366511.86,8.58,0.14,Yes,5732,25118.88,453.38,25118.88,5732.0,Cipla,3,2,4
6526,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Capsule,60.0,216.0,285.12,1.32,0.02,No,See DN-3015 (ID#:82554),See DN-3015 (ID#:82554),0.35,67318.62599614196,16035.0,Aurobindo Unit III,6,1,1
6527,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,120.0,8476.0,209865.76,24.76,0.21,No,See DN-3046 (ID#:83119),See DN-3046 (ID#:83119),294.23,14368.65,3264.0,Aurobindo Unit III,1,2,1
6528,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,49467.0,232494.9,4.7,0.16,Yes,8615,49580.17,325.96,49580.17,8615.0,Hetero Unit III Hyderabad IN,8,2,3
6529,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,25991.0,58739.66,2.26,0.04,Yes,2504,12315.5,72.66,12315.5,2504.0,Aurobindo Unit III,4,2,1
6530,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,225.0,416.25,1.85,0.01,No,See DN-3059 (ID#:82560),See DN-3059 (ID#:82560),0.51,3178.0,110.0,Aurobindo Unit III,14,2,1
6531,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Aluvia,Tablet,120.0,2390.0,56762.5,23.75,0.2,Yes,533,5623.52,70.22,5623.52,533.0,ABBVIE Ludwigshafen Germany,8,1,8
6532,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,7051.0,98431.96,13.96,0.47,No,See DN-3069 (ID#:83124),See DN-3069 (ID#:83124),121.76,8699.8,1600.0,Mylan (formerly Matrix) Nashik,3,1,2
6533,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,146746.99759882494,1267480.9786782686,13.69,0.46,Yes,25504,33770.41,1825.8853909196707,33770.41,25504.0,Mylan (formerly Matrix) Nashik,4,2,2
6534,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,38722.0,332234.76,8.58,0.14,No,See DN-3075 (ID#:83129),See DN-3075 (ID#:83129),465.79,41802.56,22043.0,Cipla,1,2,4
6535,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60.0,11606.0,26693.8,2.3,0.04,No,See DN-3101 (ID#:83672),See DN-3101 (ID#:83672),33.02,3592.8,4613.0,Cipla,9,2,4
6536,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,1800.0,7272.0,4.04,0.13,Yes,108,832.5,9.0,832.5,108.0,Mylan (formerly Matrix) Nashik,7,1,2
6537,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,120.0,240.0,5942.4,24.76,0.21,No,See DN-3118 (ID#:82569),See DN-3118 (ID#:82569),7.35,3763.2,652.0,Mylan (formerly Matrix) Nashik,18,1,2
6538,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,69811.0,423752.77,6.07,0.2,Yes,7632,50626.6,524.18,50626.6,7632.0,Mylan (formerly Matrix) Nashik,4,1,2
6539,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,1466.0,9910.16,6.76,0.11,Yes,83,2089,12.26,2089.0,83.0,Aurobindo Unit III,16,1,1
6540,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,20537.0,124659.59,6.07,0.2,No,See DN-3116 (ID#:84248),See DN-3116 (ID#:84248),154.2,50626.6,7632.0,Hetero Unit III Hyderabad IN,4,1,3
6541,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,1080.0,6555.6,6.07,0.2,No,See DN-3129 (ID#:83135),See DN-3129 (ID#:83135),8.11,1501.4,123.0,Mylan (formerly Matrix) Nashik,18,1,2
6542,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,120.0,7677.0,167205.06,21.78,0.18,Yes,16376,14547.55,206.83,14547.55,16376.0,Mylan (formerly Matrix) Nashik,2,3,2
6543,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,2014.0,9465.8,4.7,0.16,No,See DN-3131 (ID#:83136),See DN-3131 (ID#:83136),11.71,21173.75,20226.0,Aurobindo Unit VII,8,2,14
6544,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,34200.0,113886.0,3.33,0.11,Yes,7908,5496.08,140.88,5496.08,7908.0,Hetero,7,2,23
6545,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,2600.0,5174.0,1.99,0.03,Yes,149,1815.67,6.4,1815.67,149.0,Hetero Unit III Hyderabad IN,7,2,3
6546,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Oral,240.0,13603.0,28566.3,2.1,0.01,No,See DN-3102 (ID#:82573),See DN-3102 (ID#:82573),35.34,29935.05,36920.0,Aurobindo Unit III,7,2,1
6547,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,25400.0,217932.0,8.58,0.14,No,See DN-3102 (ID#:82573),See DN-3102 (ID#:82573),269.58,29935.05,36920.0,Cipla,7,2,4
6548,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,40534.0,190509.8,4.7,0.16,Yes,3749,9708.48,235.66,9708.48,3749.0,Aurobindo Unit VII,8,2,14
6549,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,14344.0,32417.44,2.26,0.04,No,See DN-3148 (ID#:82574),See DN-3148 (ID#:82574),40.1,21591.1,4844.0,Aurobindo Unit III,2,3,1
6550,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60.0,12917.0,29709.1,2.3,0.04,Yes,2461,3592.8,36.75,3592.8,2461.0,Cipla,9,2,4
6551,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,41222.0,288554.0,7.0,0.12,No,See DN-3171 (ID#:83685),See DN-3171 (ID#:83685),356.94,20666.07,12877.0,Cipla,2,3,4
6552,PMO - US,From RDC,ARV,Pediatric,SCMS from RDC,Generic,Tablet,60.0,763.0,3509.8,4.6,0.08,Yes,56,20666.07,4.34,20666.07,56.0,Aurobindo Unit III,2,3,1
6553,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,66956.0,704377.12,10.52,0.35,Yes,5810,13649.6,987.54,13649.6,5810.0,Mylan (formerly Matrix) Nashik,7,2,2
6554,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,109238.0,246877.88,2.26,0.04,Yes,11763,20761,305.39,20761.0,11763.0,Aurobindo Unit III,2,3,1
6555,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,45000.0,149850.0,3.33,0.11,Yes,16966,20761,185.36,20761.0,16966.0,Cipla,2,3,4
6556,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,120.0,7014.0,152764.92,21.78,0.18,Yes,7733,20761,188.97,20761.0,7733.0,Aurobindo Unit III,2,3,1
6557,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,146746.99759882494,1267480.9786782686,12.96,0.43,Yes,19962,31401.08,1825.8853909196707,31401.08,19962.0,Mylan (formerly Matrix) Nashik,4,2,2
6558,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,4800.0,15984.0,3.33,0.11,Yes,396,11133.66,19.77,11133.66,396.0,Hetero,8,2,23
6559,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,35930.0,377983.6,10.52,0.35,Yes,4811,2486.5,467.57,2486.5,4811.0,Hetero Unit III Hyderabad IN,3,1,3
6560,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,44017.0,363580.42,8.26,0.14,No,See DN-3237 (ID#:83700),See DN-3237 (ID#:83700),449.75,10734.13,8057.0,Hetero Unit III Hyderabad IN,3,2,3
6561,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,2656.0,10730.24,4.04,0.13,Yes,167,1478.35,13.27,1478.35,167.0,Mylan (formerly Matrix) Nashik,1,2,2
6562,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,800.0,6608.0,8.26,0.14,No,See DN-3269 (ID#:83711),See DN-3269 (ID#:83711),8.17,20499.33,758.0,Mylan (formerly Matrix) Nashik,11,1,2
6563,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,60.0,45233.0,316631.0,7.0,0.12,Yes,3984,20074.74,391.67,20074.74,3984.0,Hetero Unit III Hyderabad IN,3,2,3
6564,PMO - US,From RDC,ARV,Adult,SCMS from RDC,Generic,Tablet,30.0,59680.0,627833.6,10.52,0.35,Yes,7831,4529.65,776.63,4529.65,7831.0,Hetero Unit III Hyderabad IN,8,2,3
