ID,Project_Code,PQ,PO/SO,ASN/DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD)
30519,133-NG-T30,FPQ-10765,SCMS-162430,ASN-17824,Nigeria,PMO - US,Direct Drop,EXW,Air,10/5/12,10/16/12,1-Feb-13,1-Feb-13,1-Feb-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,24510,784320,32,1.6,"Trinity Biotech, Plc",Yes,8273,94267.77,1099.62
30561,133-NG-T30,FPQ-12812,SCMS-210350,ASN-22882,Nigeria,PMO - US,Direct Drop,EXW,Air,8/13/13,11/1/13,23-Dec-13,16-Dec-13,16-Dec-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,9347,831883,89,0.89,"Alere Medical Co., Ltd.",Yes,3090,60185.33,1029.04
30573,900-CM-T30,FPQ-10654,SCMS-161730,ASN-17092,Cameroon,PMO - US,Direct Drop,EXW,Air,9/20/12,10/5/12,25-Dec-12,25-Dec-12,25-Dec-12,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,38208,179959.68,4.71,0.16,Hetero Unit III Hyderabad IN,Yes,4289,30395.15,252.3
30589,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33470,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,10/9/14,24-Jul-15,24-Jul-15,24-Jul-15,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,10,182.5,18.25,0.2,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.19
30601,110-ZM-T30,FPQ-4691,SCMS-60711,ASN-6614,Zambia,PMO - US,Direct Drop,EXW,Air,12/16/09,12/22/09,3-May-10,23-Apr-10,23-Apr-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2700,194400,72,0.72,Inverness Japan,Yes,1304,19502.09,419.13
30615,110-ZM-T30,FPQ-8315,SCMS-120570,ASN-13034,Zambia,PMO - US,Direct Drop,EXW,Air,8/31/11,9/22/11,20-Dec-11,20-Dec-11,20-Dec-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2604,208320,80,0.8,"Alere Medical Co., Ltd.",Yes,1239,22650.58,343.73
30618,108-VN-T30,FPQ-9001,SCMS-131700,ASN-14757,Vietnam,PMO - US,Direct Drop,EXW,Air,12/15/11,1/16/12,15-May-12,15-May-12,15-May-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,632,8216,13,0.22,Mylan (formerly Matrix) Nashik,Yes,4669,8334.77,11.52
30629,133-NG-T30,FPQ-10349,SCMS-155320,ASN-16930,Nigeria,PMO - US,Direct Drop,EXW,Air,7/17/12,8/13/12,6-Nov-12,8-Nov-12,8-Nov-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,614,54646,89,0.89,"Alere Medical Co., Ltd.",Yes,295,7444.13,76.61
30633,161-ZA-T30,FPQ-5303,SCMS-68940,ASN-8001,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,7-Sep-10,15-Oct-10,15-Oct-10,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,40135,187430.45,4.67,0.16,"Aurobindo Unit III, India",Yes,3764,4263.07,404.1
30649,116-ZA-T30,FPQ-4770,SCMS-60170,ASN-5933,South Africa,PMO - US,Direct Drop,DDP,Truck,12/17/09,12/23/09,29-Dec-09,29-Dec-09,29-Dec-09,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2700,52283.01,19.36,0.65,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,112.72
30717,116-ZA-T30,FPQ-14942,SCMS-259077,ASN-33477,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,10/9/14,24-Jul-15,24-Jul-15,24-Jul-15,ARV,Adult,PHARMACY DIRECT,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,12,261.97,21.83,0.73,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.27
30720,107-RW-T30,FPQ-8263,SCMS-119630,ASN-12660,Rwanda,PMO - US,Direct Drop,EXW,Air,8/19/11,8/29/11,13-Dec-11,13-Dec-11,13-Dec-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,873,27936,32,1.6,"Trinity Biotech, Plc",Yes,296,6318.92,46.09
30724,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28037,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,564,5502.98,9.76,0.16,Hetero Unit III Hyderabad IN,No,Weight Captured Separately,Freight Included in Commodity Cost,6.81
30728,116-ZA-T30,FPQ-4770,SCMS-60170,ASN-5934,South Africa,PMO - US,Direct Drop,DDP,Truck,12/17/09,12/23/09,28-Dec-09,28-Dec-09,28-Dec-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,40,1303.06,32.58,0.36,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,2.81
30784,200-DO-T30,FPQ-6615,SCMS-93360,ASN-9857,Dominican Republic,PMO - US,Direct Drop,EXW,Air,11/10/10,12/1/10,8-Mar-11,8-Mar-11,8-Mar-11,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,9242,323470,35,0.29,"Aurobindo Unit III, India",Yes,2373,16173.9,533.73
30788,103-ZW-T30,FPQ-12094,SCMS-186820,ASN-21834,Zimbabwe,PMO - US,Direct Drop,FCA,Air,4/19/13,4/25/13,24-Oct-13,24-Oct-13,24-Oct-13,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,747,5229,7,0.12,Bristol-Myers Squibb Anagni IT,Yes,169,2387.62,6.47
30819,109-TZ-T30,FPQ-6936,SCMS-100650,ASN-10469,Tanzania,PMO - US,Direct Drop,EXW,Air,12/27/10,3/2/11,1-Jun-11,1-Jun-11,1-Jun-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,1250,100000,80,0.8,Inverness Japan,Yes,600,14398.69,165
30842,103-ZW-T30,FPQ-15398,SCMS-264880,ASN-29747,Zimbabwe,PMO - US,Direct Drop,EXW,Air,11/14/14,11/17/14,3-Feb-15,3-Feb-15,24-Feb-15,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,813,2845.5,3.5,0.06,Mylan (formerly Matrix) Nashik,Yes,60,1344.94,3.35
30850,102-SD-T30,FPQ-8261,SCMS-120450,ASN-13276,Sudan,PMO - US,Direct Drop,EXW,Air,8/29/11,9/14/11,3-Feb-12,3-Feb-12,3-Feb-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,105,9345,89,0.89,"Alere Medical Co., Ltd.",Yes,49,1768.15,15.42
30904,108-VN-T30,FPQ-15040,SCMS-263650,ASN-30555,Vietnam,PMO - US,Direct Drop,EXW,Air,10/30/14,12/8/14,23-Mar-15,26-Mar-15,26-Mar-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,22232,225654.8,10.15,0.34,Mylan (formerly Matrix) Nashik,Yes,2510,4363.06,231.97
30915,107-RW-T30,FPQ-14813,SCMS-261782,ASN-33340,Rwanda,PMO - US,Direct Drop,EXW,Air,10/9/14,12/15/14,28-Aug-15,28-Aug-15,30-Aug-15,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,16585,298530,18,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,Weight Captured Separately,Invoiced Separately,306.89
30942,161-ZA-T30,FPQ-5648,SCMS-75480,ASN-8380,South Africa,PMO - US,Direct Drop,DDP,Air,6/2/10,6/17/10,13-Dec-10,13-Dec-10,13-Dec-10,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,9630,30334.5,3.15,0.01,"Aurobindo Unit III, India",Yes,3732,4876.34,65.4
30974,108-VN-T30,FPQ-12051,SCMS-188580,ASN-21380,Vietnam,PMO - US,Direct Drop,FCA,Air,5/3/13,8/19/13,16-Sep-13,16-Sep-13,16-Sep-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,429,9978.54,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,43,421.24,12.34
30977,114-UG-T30,FPQ-14070,SCMS-237170,ASN-26329,Uganda,PMO - US,Direct Drop,EXW,Air,4/10/14,4/30/14,26-Jun-14,26-Jun-14,26-Jun-14,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV 1/2, Genie III Kit, 50 Tests","HIV 1/2, Genie III Kit",Genie,N/A,Test kit,50,30,2982,99.4,1.99,Bio-Rad Laboratories,Yes,19,846.03,3.07
30982,107-RW-T30,FPQ-8263,SCMS-119641,ASN-13528,Rwanda,PMO - US,Direct Drop,EXW,Air,8/19/11,8/29/11,13-Feb-12,13-Feb-12,13-Feb-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,6000,466200,77.7,0.78,Inverness Japan,Yes,1362,62458.88,769.23
30998,102-BW-T30,FPQ-4903,SCMS-64790,ASN-6121,Botswana,PMO - US,Direct Drop,EXW,Air,1/13/10,2/5/10,4-Jun-10,4-Jun-10,4-Jun-10,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,25,800,32,1.6,"Trinity Biotech, Plc",Yes,10,559.89,1.72
31041,116-ZA-T30,FPQ-3560,SCMS-50950,ASN-5006,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/09,8/3/09,3-Sep-09,3-Sep-09,3-Sep-09,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,3700,98942.55,26.74,0.89,"Aspen-OSD, Port Elizabeth, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,193.93
31116,108-VN-T30,FPQ-6818,SCMS-97853,ASN-11408,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/11,2/15/11,27-Jul-11,27-Jul-11,27-Jul-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,18406,202466,11,0.18,Mylan (formerly Matrix) Nashik,Yes,2571,13880.57,334.07
31146,108-VN-T30,FPQ-7898,SCMS-113610,ASN-13013,Vietnam,PMO - US,Direct Drop,EXW,Air,6/27/11,7/8/11,20-Dec-11,20-Dec-11,20-Dec-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,9030,95718,10.6,0.18,"Strides, Bangalore, India.",Yes,1054,5726.24,157.93
31156,101-CD-T30,FPQ-13548,SCMS-224840,ASN-24721,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,1/22/14,1/28/14,4-Apr-14,4-Apr-14,28-Apr-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,2,64,32,1.6,"Trinity Biotech, Plc",No,See ASN-24721 (ID#:13708),See ASN-24721 (ID#:13708),0.07
31177,117-ET-T30,FPQ-9096,SCMS-133380,ASN-16134,Ethiopia,PMO - US,Direct Drop,EXW,Air,1/5/12,1/23/12,5-Sep-12,5-Sep-12,5-Sep-12,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,44,1276,29,1.45,Chembio Diagnostics Sys. Inc.,Yes,15,218.75,1.79
31203,108-VN-T30,FPQ-9001,SCMS-131700,ASN-14757,Vietnam,PMO - US,Direct Drop,EXW,Air,12/15/11,1/16/12,15-May-12,15-May-12,15-May-12,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,13877,57589.55,4.15,0.07,Mylan (formerly Matrix) Nashik,No,See ASN-14757 (ID#:30618),See ASN-14757 (ID#:30618),80.74
31254,107-RW-T30,FPQ-13852,SCMS-236480,ASN-27662,Rwanda,PMO - US,Direct Drop,FCA,Air,3/19/14,4/24/14,22-Aug-14,22-Aug-14,26-Aug-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,3500,23975,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,442,6776.8,24.65
31304,105-SS-T30,FPQ-11754,SCMS-181401,ASN-20649,South Sudan,PMO - US,Direct Drop,EXW,Air,2/22/13,4/1/13,13-Sep-13,13-Sep-13,13-Sep-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,N/A,Test kit - Ancillary,1,45,225,5,5,"Alere Medical Co., Ltd.",No,See ASN-20649 (ID#:28306),See ASN-20649 (ID#:28306),0.28
31306,116-ZA-T30,FPQ-13973,SCMS-238551,ASN-26882,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,6/25/14,25-Jun-14,25-Jun-14,25-Jun-14,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,9,27.05,3.01,0.1,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.03
31324,106-HT-T30,FPQ-16241,SCMS-288900,ASN-32495,Haiti,PMO - US,Direct Drop,EXW,Ocean,5/5/15,5/27/15,10-Aug-15,10-Aug-15,11-Aug-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,109350,1038825,9.5,0.32,Hetero Unit III Hyderabad IN,Yes,Weight Captured Separately,Invoiced Separately,1222.7
31332,101-CD-T30,FPQ-14569,SCMS-250300,ASN-27786,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,7/23/14,8/4/14,5-Feb-15,5-Feb-15,11-Feb-15,ANTM,Malaria,IMRES B.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,1370,37401,27.3,0.03,"Guilin OSD site, No 17, China",Yes,1125,9693.68,38.45
31363,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/13,12/2/13,6-Feb-14,6-Feb-14,6-Feb-14,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,4,27.35,6.84,0.03,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.03
31368,901-NA-T30,FPQ-14728,SCMS-252630,ASN-29183,Namibia,PMO - US,Direct Drop,EXW,Air,7/30/14,8/19/14,25-Nov-14,25-Nov-14,26-Nov-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,13000,136500,10.5,0.35,"Mylan,  H-12 & H-13, India",Yes,3575,17969.34,140.32
31430,108-VN-T30,FPQ-13034,SCMS-210020,ASN-24765,Vietnam,PMO - US,Direct Drop,FCA,Air,10/4/13,10/10/13,4-Apr-14,4-Apr-14,8-May-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,100,2326,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,Weight Captured Separately,Invoiced Separately,2.88
31462,107-RW-T30,FPQ-6185,SCMS-84390,ASN-9365,Rwanda,PMO - US,Direct Drop,CIP,Air,9/3/10,9/27/10,10-Jan-11,10-Jan-11,10-Jan-11,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,610,8082.5,13.25,0.44,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,17.43
31473,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27978,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,35,959.72,27.42,0.11,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,1.19
31486,105-SS-T30,FPQ-11754,SCMS-181380,ASN-19391,South Sudan,PMO - US,Direct Drop,EXW,Air,2/22/13,4/1/13,7-Jun-13,7-Jun-13,7-Jun-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,450,14400,32,1.6,"Trinity Biotech, Plc",Yes,146,2478.87,17.81
31551,116-ZA-T30,FPQ-7176,SCMS-104420,ASN-11259,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,4/1/11,6-Dec-11,6-Dec-11,6-Dec-11,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,6000,16320,2.72,0.05,"Cipla, Goa, India",Yes,638,654.72,26.93
31561,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28033,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,19,515.11,27.11,0.45,Mylan (formerly Matrix) Nashik,Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.64
31569,161-ZA-T30,FPQ-7175,SCMS-104020,ASN-12188,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/28/11,14-Jul-11,18-Nov-11,18-Nov-11,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,7610,49236.7,6.47,0.22,"Cipla, Goa, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,81.24
31574,901-CM-T30,FPQ-12528,SCMS-196500,ASN-21851,Cameroon,PMO - US,Direct Drop,EXW,Air,6/21/13,6/28/13,9-Nov-13,9-Nov-13,19-Nov-13,ARV,Adult,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,39892,183503.2,4.6,0.15,"Cipla, Kurkumbh, India",Yes,4082,51243.69,226.99
31648,107-RW-T30,FPQ-3859,SCMS-49100,ASN-6890,Rwanda,PMO - US,Direct Drop,CIP,Air,6/30/09,7/15/09,29-May-10,29-May-10,29-May-10,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,59609,357057.91,5.99,0.2,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,4227,33008.05,699.83
31662,116-ZA-T30,FPQ-14942,SCMS-259072,ASN-30377,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,1/26/15,26-Jan-15,26-Jan-15,26-Jan-15,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,21,357.92,17.04,0.19,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.37
31670,161-ZA-T30,FPQ-6262,SCMS-83790,ASN-9477,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,1-Feb-11,10-Mar-11,10-Mar-11,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,19214,191755.72,9.98,0.11,"Aurobindo Unit III, India",No,See ASN-9477 (ID#:26879),See ASN-9477 (ID#:26879),413.43
31694,107-RW-T30,FPQ-5228,SCMS-66060,ASN-8011,Rwanda,PMO - US,Direct Drop,CIP,Air,2/24/10,3/30/10,27-Sep-10,27-Sep-10,27-Sep-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,61290,698706,11.4,0.19,Mylan (formerly Matrix) Nashik,Yes,7965,65851.29,1506.41
31709,104-CI-T30,FPQ-12150,SCMS-191940,ASN-20868,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,4/29/13,6/12/13,1-Aug-13,1-Aug-13,1-Aug-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,760,5206,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,97,1575.13,6.44
31712,108-VN-T30,FPQ-10287,SCMS-156260,ASN-17696,Vietnam,PMO - US,Direct Drop,EXW,Air,7/25/12,8/15/12,30-Jan-13,30-Jan-13,30-Jan-13,ARV,Pediatric,MICRO LABS LIMITED,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,1760,3555.2,2.02,0.07,"Micro labs, Verna, Goa, India",Yes,126,798.95,4.98
31740,161-ZA-T30,FPQ-6262,SCMS-83830,ASN-9486,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,4-Mar-11,4-Mar-11,4-Mar-11,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,6736,13606.72,2.02,0.01,"Aurobindo Unit III, India",No,See ASN-9486 (ID#:24187),See ASN-9486 (ID#:24187),29.34
31750,114-UG-T30,FPQ-14325,SCMS-244380,ASN-28019,Uganda,PMO - US,Direct Drop,CIP,Air,5/26/14,7/9/14,12-Sep-14,12-Sep-14,12-Sep-14,ARV,Adult,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,300mg,Tablet,120,807,53746.2,66.6,0.55,"Aspen-OSD, Port Elizabeth, SA",Yes,119,321.94,55.25
31761,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27980,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,6,102.14,17.02,0.57,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.13
